sample_id,circuit_name,implementation_id,config_hash,white_space_ratio,white_space_clustering,routing_congestion,routing_overflow,signal_activity,avg_transition_probability,cc0_average,cc1_average,observability_average,observability_variance,critical_path_delay,average_path_delay,vulnerability_score,vulnerability_label,white_space_ratio_normalized,white_space_clustering_normalized,routing_congestion_normalized,routing_overflow_normalized,signal_activity_normalized,avg_transition_probability_normalized,cc0_average_normalized,cc1_average_normalized,observability_average_normalized,observability_variance_normalized,critical_path_delay_normalized,average_path_delay_normalized,vulnerability_score_normalized
57,c1355,58,,0.6520735715792161,0.0,0.6700986340028561,0.0,0.2299880946320546,0.0,0.7693737011251768,0.6209337258696414,0.6070850419937472,0.0,0.55,0.0,0.3222169701615857,Medium,0.6689706350880179,0.0,0.636011356380838,0.0,0.32494082614482633,0.0,0.7822640213372819,0.534930095260039,0.5118117816995694,0.0,0.8000000000000003,0.0,0.5183139093483583
58,c1355,59,,0.681580807910407,0.0,0.6118129381398933,0.0,0.302927267682356,0.0,0.423534811214106,0.4116827824999112,0.555294938566518,0.0,0.55,0.0,0.37262562489067125,High,0.7017564532337855,0.0,0.5709868811893781,0.0,0.5073021214360989,0.0,0.205723324727907,0.18613243462657073,0.42549221473333027,0.0,0.8000000000000003,0.0,0.6335363424452405
59,c1355,60,,0.701862709257924,0.0,0.6644265668406834,0.0,0.48697013257590327,0.0,0.3294905814278547,0.424078940665951,0.5707979596774062,0.0,0.55,0.0,0.4194956391149224,High,0.7242918991754712,0.0,0.6296835055246324,0.0,0.9674430008502133,0.0,0.04894417890367738,0.20679542853966104,0.4513313998363427,0.0,0.8000000000000003,0.0,0.74067026830039
60,c1355,61,,0.7520558988170252,0.0,0.5402514050952973,0.0,0.17490795645683838,0.0,0.740347829031254,0.8282575075918668,0.888506044161353,0.0,0.5,0.0,0.22657163711218178,Low,0.7800621097966947,0.0,0.4911516649973715,0.0,0.18723038986763302,0.0,0.7338756040571199,0.8805153953493329,0.9808616084960327,0.0,0.6000000000000001,0.0,0.29969097549816803
61,c1355,62,,0.7364452784817154,0.0,0.5534144156814937,0.0,0.41917065858491553,0.0,0.5640194839476673,0.6074596891794,0.804524372675016,0.0,0.5,0.0,0.31455129300025386,Medium,0.7627169760907949,0.0,0.5058365348034973,0.0,0.797931894814821,0.0,0.4399223504695598,0.5124703997329241,0.8408877324834547,0.0,0.6000000000000001,0.0,0.5007919584331672
62,c1355,63,,0.7769418245104573,0.0,0.6505256237355842,0.0,0.2381629756934451,0.0,0.6394985161454063,0.7724456920104441,0.4102032556583248,0.0,0.5,0.0,0.3341208819266885,Medium,0.8077131383449526,0.0,0.6141753861362904,0.0,0.3453795264599391,0.0,0.565751848169705,0.7874834099397855,0.1836651008594205,0.0,0.6000000000000001,0.0,0.5455234765212418
63,c1355,64,,0.7079176869521454,0.0,0.6239957547404068,0.0,0.22770808745809404,0.0,0.8586559854469213,0.599717152468331,0.3929018266574016,0.0,0.5,0.0,0.3272804795643167,Medium,0.7310196521690505,0.0,0.5845782305603235,0.0,0.3192403905060769,0.0,0.9311046286240192,0.4995644665567095,0.15482847454614648,0.0,0.6000000000000001,0.0,0.5298879114027113
64,c1355,65,,0.7615575761856407,0.0,0.586081443434781,0.0,0.23272254225893596,0.0,0.46066634746250523,0.5998562189080515,0.8831034406024358,0.0,0.5,0.0,0.2919099513811269,Medium,0.7906195290951563,0.0,0.5422804050236715,0.0,0.33177744617067084,0.0,0.26762452323202307,0.4997962745861788,0.9718569846618427,0.0,0.6000000000000001,0.0,0.4490391297978049
65,c1355,66,,0.7351674325113865,0.0,0.633056561174225,0.0,0.3062743602725908,0.0,0.3559198434527753,0.7699791799499576,0.501103013088475,0.0,0.35,0.0,0.35686114019324533,High,0.761297147234874,0.0,0.5946866143489578,0.0,0.51567046610864,0.0,0.0930038424731435,0.7833720132465728,0.3351694845054552,0.0,0.0,0.0,0.5975024055524966
66,c1355,67,,0.756611826984149,0.0,0.5692416115785535,0.0,0.49303514649075175,0.0,0.8175166122170934,0.34600273249349767,0.8547965530810617,0.0,0.35,0.0,0.323981905952047,Medium,0.78512425220461,0.0,0.5234936132979947,0.0,0.9826066467652638,0.0,0.8625220498802085,0.07665121832424922,0.9246773477947267,0.0,0.0,0.0,0.5223481411113294
67,c1355,68,,0.7637778782397865,0.0,0.5622075877964575,0.0,0.4711354413878537,0.0,0.36459132626441737,0.7823488742439897,0.45250079506731156,0.0,0.35,0.0,0.36808731070661865,High,0.7930865313775406,0.0,0.5156463413705838,0.0,0.9278533719192874,0.0,0.10745988800968197,0.8039908948775442,0.2541632277969614,0.0,0.0,0.0,0.6231628142236489
68,c1355,69,,0.7438088029753263,0.0,0.606407492853846,0.0,0.4231455190534674,0.0,0.5193634741788089,0.7248566841215998,0.6816651444817332,0.0,0.35,0.0,0.3364456349241562,Medium,0.7708986699725847,0.0,0.5649564780570595,0.0,0.807869774192029,0.0,0.36547726135146485,0.7081579151238909,0.6361158808428815,0.0,0.0,0.0,0.5508373199109751
69,c1355,70,,0.7437996286375592,0.0,0.6030249233104795,0.0,0.20087641829028666,0.0,0.3677162758313008,0.4321735031213695,0.7243636926461026,0.0,0.35,0.0,0.3337924775462968,Medium,0.7708884762639547,0.0,0.5611828281743653,0.0,0.25215630194787747,0.0,0.11266942531944897,0.22028814882485856,0.707282376828245,0.0,0.0,0.0,0.5447728206675642
70,c1355,71,,0.7594881089174164,0.0,0.6375927039625633,0.0,0.49448122738942024,0.0,0.49826038926987093,0.6661723061089222,0.6661862488457078,0.0,0.6,0.0,0.3637105562199479,High,0.7883201210193516,0.0,0.5997472094029949,0.0,0.9862221139380996,0.0,0.3302967549684654,0.6103376929689781,0.6103169061353925,0.0,1.0,0.0,0.6131585738063597
71,c1355,72,,0.7636425299959071,0.0,0.6266285467240885,0.0,0.3769866179997531,0.0,0.8602355128019028,0.6184872872628693,0.31217125457685807,0.0,0.6,0.0,0.35694407350629676,High,0.7929361444398968,0.0,0.5875154163396559,0.0,0.692464065114796,0.0,0.9337378252601429,0.5308521587442749,0.020273268787174368,0.0,1.0,0.0,0.5976919717721453
72,c1355,73,,0.7602905701164812,0.0,0.5430428334498143,0.0,0.16795307196439152,0.0,0.3273290251158977,0.30622066643088935,0.495015003938276,0.0,0.6,0.0,0.35478127288799516,High,0.789211744573868,0.0,0.49426582810548264,0.0,0.16984190448174677,0.0,0.04534069410711055,0.01033901272866321,0.325022481917015,0.0,1.0,0.0,0.5927483137657285
