sample_id,circuit_name,implementation_id,config_hash,white_space_ratio,white_space_clustering,routing_congestion,routing_overflow,signal_activity,avg_transition_probability,cc0_average,cc1_average,observability_average,observability_variance,critical_path_delay,average_path_delay,vulnerability_score,vulnerability_label,white_space_ratio_normalized,white_space_clustering_normalized,routing_congestion_normalized,routing_overflow_normalized,signal_activity_normalized,avg_transition_probability_normalized,cc0_average_normalized,cc1_average_normalized,observability_average_normalized,observability_variance_normalized,critical_path_delay_normalized,average_path_delay_normalized,vulnerability_score_normalized,split
6718,s386,319,c55a2e009cf51328,0.9,0.4576620960566928,0.0,0.0,0.5190719653750497,0.5790817353689918,0.6081251898469868,0.5963088174000012,0.08490195946786487,0.01,0.55,0.377947428516938,0.26747530368975275,Medium,0.9574468085106382,0.6067293219277057,0.0,0.0,0.5193673712606812,0.6174575120666143,0.2859916281732611,0.2311176898671297,0.362245870847419,0.0,0.8000000000000003,0.7998802134482123,0.4791292851679972,train
6134,s382,135,813fba1fce7bbe29,0.9142857142857143,0.47621580324692525,0.0,0.0,0.847252959741407,0.6106307498208247,0.5940590515781702,0.6184567559762113,0.03372647309658688,0.04211177092541944,0.6,0.3886424241819277,0.3247038779117406,High,0.972644376899696,0.640555832624013,0.0,0.0,0.8477351347144775,0.6689347985609019,0.2603626767250014,0.27330131663717694,0.14389862959652142,0.3876801685839634,1.0,0.8508178763880705,0.7030878874251625,train
4179,s208,180,6d25a2a60f23f243,0.9333333333333333,0.5296308093092528,0.0,0.0,0.8389941390072561,0.6440686867235557,0.640085715592027,0.6872855093162433,0.11272797224379735,0.02038893050385617,0.55,0.34665365658706493,0.302900056725765,High,0.9929078014184397,0.7379403205532956,0.0,0.0,0.8394716138531457,0.7234941655531026,0.34422472292367967,0.4043946205107144,0.480969376092834,0.1254238621250825,0.8000000000000003,0.6508355895313672,0.617760699336662,train
8510,s526,111,31cdc3c25d3179fa,0.9,0.4194460595819314,0.0,0.0,0.6162814779576643,0.49976446714381656,0.5982860243013338,0.6806070009621397,0.005898854228110567,0.04100744642631406,0.6,0.39812039599431054,0.2859940342552991,Medium,0.9574468085106382,0.537055097077131,0.0,0.0,0.6166322061571016,0.48803864395568375,0.268064355510233,0.39167453359062687,0.025168271736680913,0.3743478391718327,1.0,0.8959591507424909,0.5516005824075381,train
256,c1355,257,e153f3b134c6b260,0.55,0.514638413103448,0.0,0.0,0.38870172544097503,0.381975377458894,0.9128142560101641,0.9532177147542994,0.023785903357915805,0.031232265713690165,0.55,0.3542694793604121,0.21356017022571555,Low,0.5851063829787234,0.710606675292045,0.0,0.0,0.3889229371131705,0.29584681733398627,0.8411448005847105,0.9108970591793915,0.10148582352851371,0.2563336780902062,0.8000000000000003,0.6871079009553316,0.2681375193365319,train
8536,s526,137,e3728a12970b938f,0.9142857142857143,0.5541310529837968,0.0,0.0,0.7528831069914411,0.6258557682759202,0.6647809156755772,0.6317668740280725,0.02447638864809208,0.024555895160604538,0.55,0.3400932030735943,0.30336191316750444,High,0.972644376899696,0.7826083616203334,0.0,0.0,0.7533115757122226,0.6937768625844972,0.38922016316824737,0.29865216589265015,0.10443187385308732,0.1757309462271569,0.8000000000000003,0.6195897451879514,0.6195681307560471,train
5329,s344,130,9defee8ea27b22cf,0.9142857142857143,0.29185582388879344,0.0,0.0,0.8317270038814255,0.5686824858740608,0.6287246916352988,0.6102264402217821,0.12794998064765528,0.01,0.35,0.2363343148367689,0.3085998131915292,High,0.972644376899696,0.3044367621984605,0.0,0.0,0.8322003429722926,0.6004894655245127,0.32352457581685057,0.2576256108919296,0.5459161655999634,0.0,0.0,0.12541139845676164,0.6400661561584107,train
7105,s400,306,55c9d501739a2a37,0.9,0.24299523915620072,0.0,0.0,0.6325897470998404,0.6117512208647319,0.5729431583757145,0.6093949350520445,0.10032685969750528,0.015782267284897362,0.35,0.23513673303128788,0.2857205531973449,Medium,0.9574468085106382,0.21535574592830098,0.0,0.0,0.6329497563990296,0.6707630271106028,0.22188884749554502,0.2560419012560697,0.4280583261952315,0.06980836905609762,0.0,0.11970760761276993,0.550530340202208,train
9061,s641,262,23680ce9be176fdb,0.85,0.3983645663131184,0.015318563211116125,0.0,0.6484300806657388,0.5335721835763352,0.5336705893340863,0.6018921872412689,0.14585812021904615,0.01,0.5,0.3225720032883534,0.2932137363326682,High,0.9042553191489361,0.4986200096716851,0.05807917924265877,0.0,0.6487991047607133,0.54320136566832,0.1503329772217778,0.2417519431947131,0.6223237026574676,0.0,0.6000000000000001,0.536140532404808,0.5798542023507637,train
543,c17,144,df59aa83d41ce66e,0.8125,0.3964690314930854,0.10924109138584079,0.0,0.08103576921318988,0.29437825274127594,0.833438609212837,0.9265232425542989,0.0,0.014756067330120366,0.5,0.3489970672366104,0.1906543338909462,Low,0.8643617021276595,0.49516413272980775,0.4141793743853108,0.0,0.0810818869863872,0.15291803291667477,0.6965198467370154,0.8600539683773528,0.0,0.057419224514901473,0.6000000000000001,0.6619966844523287,0.17849769938981463,train
1733,c3540,134,df5f55a1b966c0bd,0.8071428571428572,0.4328619111254696,0.0,0.0,0.09650914616281348,0.24593463967936063,0.8213738566265182,0.913490068458169,0.018822701353582657,0.03177136257452416,0.6,0.37741614094509685,0.16602500292156727,Low,0.8586626139817629,0.5615144377945738,0.0,0.0,0.09656406989535057,0.07387449410141556,0.6745374836775313,0.8352305948697735,0.08030964051083182,0.2628421064910132,1.0,0.7973498199720213,0.08211314650832897,train
7253,s420,54,dec185d8ec8b5aec,0.8,0.43216927546745,0.0,0.0,0.45561256870048866,0.5424429133632716,0.6556015372908952,0.5496418823670063,0.043828099520798344,0.01,0.6,0.4051692117023151,0.267179839829516,Medium,0.851063829787234,0.5602516471697989,0.0,0.0,0.4558718595952773,0.5576753866984446,0.3724950437040257,0.1422344485144368,0.18699860613356242,0.0,1.0,0.9295309454309988,0.47797301534901737,train
7845,s444,246,3c0d30a04c0cff49,0.8,0.2511889965088461,0.0,0.0,0.630265500425615,0.5271884886906278,0.6271502145584906,0.6147889720883205,0.13176825302706693,0.034306971346140025,0.35,0.21002752487923054,0.28136061087325437,Medium,0.851063829787234,0.23029433571471938,0.0,0.0,0.6306241869869316,0.532785341705816,0.32065582848999036,0.2663155456559368,0.5622073491236621,0.2934540972879728,0.0,0.00011855665849141689,0.5334681190635585,train
6534,s386,135,fa48ae54a7b1751a,0.9142857142857143,0.5305619309365687,0.0,0.0,0.8373729571752437,0.7076486754517844,0.6272695507036073,0.6565341306650381,0.124904051345467,0.01,0.6,0.3904099449017017,0.3059440791525408,High,0.972644376899696,0.7396379109789193,0.0,0.0,0.8378495094002122,0.8272351334385976,0.3208732627431428,0.3458246242456798,0.5329202898919535,0.0,1.0,0.8592361476509371,0.6296731926533004,train
1150,c1908,351,60f7425f4c743ac0,0.83125,0.44219409963652895,0.0,0.0,0.26991923100109844,0.41380987929858337,0.8210221801636706,0.7136855058693701,0.006681776464193235,0.01,0.6,0.3861492674483699,0.2115358412565815,Low,0.8843085106382979,0.5785285779474102,0.0,0.0,0.27007284309113927,0.3477899223747654,0.6738967179734291,0.4546768441811304,0.028508716986627353,0.0,1.0,0.8389435772926602,0.260215499740563,train
5462,s344,263,c956d57461092dec,0.85,0.3595232762695115,0.06587404388976216,0.0,0.4131872033289695,0.4700405657234195,0.6788198422964294,0.7063214749934675,0.06951996895056752,0.023313606397944747,0.5,0.31656411465504103,0.2555362019681416,Medium,0.9042553191489361,0.42780584301230623,0.24975647844935894,0.0,0.4134223497823959,0.43953932263831536,0.41479953412816134,0.4406510905461692,0.2966164956807112,0.1607329967818751,0.6000000000000001,0.507526420181681,0.43240674192576445,train
7912,s444,313,200667b10c9506cd,0.9,0.38136346002923777,0.0,0.0,0.5422301329190493,0.550619273331557,0.6197891740652031,0.6863599626789957,0.057743819845729134,0.01301447587333307,0.6,0.4031163316017732,0.265539513420443,Medium,0.9574468085106382,0.4676241500483589,0.0,0.0,0.5425387182084037,0.5710164317954461,0.30724377851538054,0.4026317966808766,0.24637193814107222,0.036393275147617546,1.0,0.9197535768473297,0.4715537533838931,train
655,c17,256,7f6ac30cede8a59a,0.5,0.46077105437624727,0.0,0.0,0.31330924917392733,0.3680425087504585,0.7876816600843358,0.8655295958579351,0.06470802898576933,0.023995441749604583,0.55,0.3661992239918046,0.21770853149458735,Low,0.5319148936170213,0.6123974728138072,0.0,0.0,0.31348755469301254,0.2731131032496225,0.6131492296405932,0.7438836431468497,0.27608569292964424,0.16896468368235515,0.8000000000000003,0.743926372886245,0.28437173806493304,train
841,c1908,42,d197193c15f1d20f,0.55,0.4346962361968344,0.0,0.0,0.38897306714580304,0.4506104137327613,0.9366213391531095,0.8776287837538667,0.0,0.011882655895489511,0.5,0.3236861574990646,0.22098880498896808,Low,0.5851063829787234,0.5648587191293408,0.0,0.0,0.38919443323962394,0.40783590755453436,0.8845220635075327,0.7669281185803727,0.0,0.022728997308934087,0.6000000000000001,0.5414469779075408,0.297208777547571,train
5225,s344,26,981260973a3b82c5,0.7,0.3745682598314398,0.0,0.0,0.596470456325543,0.5245785915776667,0.5961060243871869,0.6852387563772979,0.06979161688840203,0.01,0.35,0.2414335063265398,0.2849426106685862,Medium,0.7446808510638296,0.455235363817251,0.0,0.0,0.5968099099950868,0.5285268751977852,0.26409232630867563,0.400496313597415,0.29777551891670634,0.0,0.0,0.1496976072134432,0.5474859358334851,train
8440,s526,41,65652d5bdb102233,0.8,0.4399328574161292,0.08583141146664815,0.0,0.6562126411632874,0.4786528603546593,0.6526760708735302,0.7334198390670514,0.01859949004427955,0.02671496355974065,0.5,0.33588523298698963,0.3079365445276736,High,0.851063829787234,0.5744059552623028,0.3254233352384125,0.0,0.6565860943438794,0.4535916651855733,0.3671647508161491,0.49226344590039495,0.07935727880294802,0.2017970265721313,0.6000000000000001,0.5995482071970445,0.637470517093529,train
8785,s526,386,55bb45c35fe7f146,0.9400000000000001,0.25562764580836167,0.0,0.0,0.5900312851247279,0.6705975003330704,0.55337967303909,0.6727056462234463,0.02615157729313948,0.01,0.35,0.21322315128504418,0.2819843509093078,Medium,1.0,0.23838673560374338,0.0,0.0,0.5903670742367572,0.7667801877081056,0.18624355478840374,0.3766253768427929,0.11157929628435154,0.0,0.0,0.015338547936646187,0.535909066589256,train
6536,s386,137,91c16be6960144c4,0.9142857142857143,0.4949797049719826,0.0,0.0,0.8494383514764916,0.6427157361895803,0.6796319000201239,0.5849382574179008,0.010014285426784675,0.01,0.55,0.3616026369239156,0.32334424749491164,High,0.972644376899696,0.6747655631053292,0.0,0.0,0.8499217701645457,0.7212866093596634,0.41627912913682746,0.2094609809684258,0.0427273241757545,0.0,0.8000000000000003,0.7220339467392851,0.6977671026270267,train
6371,s382,372,328680375e8a9638,0.9333333333333333,0.511097983177421,0.0,0.0,0.7957735406414356,0.6919605163351839,0.6758213767032925,0.6762752438900458,0.03435944804661837,0.01,0.6,0.4006770424604836,0.30322551176845175,High,0.9929078014184397,0.7041518795181131,0.0,0.0,0.7962264184757556,0.8016373810065465,0.40933623441951644,0.38342413940793774,0.14659930415616507,0.0,1.0,0.9081358359913322,0.6190343368062055,train
2506,c5315,107,590f9c837ac993c0,0.775,0.4058199023245566,0.0,0.0,0.5497701243155222,0.5446710360580933,0.8746337983207183,0.8706270340677648,0.017049886359065857,0.02735969724102707,0.35,0.2419960916493244,0.23945691069340339,Medium,0.8244680851063829,0.5122123338767498,0.0,0.0,0.5500830006434699,0.5613109268983097,0.7715787919407858,0.7535923765437267,0.07274568185115955,0.20958079106252317,0.0,0.15237706426462483,0.3694819591903487,train
8070,s510,71,4dbbeedda9b88e19,0.85,0.4899251238471607,0.0,0.0,0.5733612098321629,0.5624549404784499,0.6855148958050417,0.6708460466756199,0.03834835947362984,0.01347941805880019,0.6,0.4067845541725434,0.2709544079692526,Medium,0.9042553191489361,0.6655502165047236,0.0,0.0,0.573687511939145,0.5903282245457974,0.4269981346279244,0.3730835278803112,0.16361854261270395,0.042006446257436526,1.0,0.937224428706572,0.4927444300870599,train
7847,s444,248,0f8bb5b3f28b8292,0.8,0.267433676646959,0.0,0.0,0.4057365908840919,0.38175134942427214,0.604519518001174,0.5720244417691936,0.05841294372871387,0.01,0.35,0.23771251595081827,0.2599607048141019,Medium,0.851063829787234,0.2599111039872751,0.0,0.0,0.40596749716483593,0.29548127959782056,0.2794219793536161,0.18486494113258317,0.24922684708800125,0.0,0.0,0.1319754351342699,0.44972161454901777,train
9043,s641,244,694c6518c2b8a765,0.8,0.4130014213672592,0.0,0.0,0.43713545568513296,0.6033096280051244,0.7117994489473628,0.7199386324096538,0.04349881725043228,0.016859983032053216,0.5,0.34991168896482155,0.24444473272083045,Medium,0.851063829787234,0.5253054439610569,0.0,0.0,0.43738423118263897,0.6569892119327756,0.4748894267117767,0.4665867361655945,0.18559367810208963,0.08281945534944929,0.6000000000000001,0.6663528052744812,0.38900132805033466,train
1613,c3540,14,39926b32fe66fcf5,0.0,0.4699404576362782,0.0,0.0,0.10414827018552698,0.3714946273178877,0.9025010499646695,0.8934481629078889,0.04753556878395641,0.02353796702595153,0.6,0.37196248979052293,0.19881389884926065,Low,0.0,0.6291148282336165,0.0,0.0,0.10420754137342271,0.27874578939197764,0.8223538110490933,0.7970581816411367,0.20281703294361805,0.1634416660200584,1.0,0.7713754060493838,0.21042938365652739,train
7714,s444,115,80c15de3673a1fd3,0.9,0.39168852794881853,0.0,0.0,0.8521116187644162,0.6844437687616343,0.6790286891455073,0.6612462786675682,0.08137932872059433,0.01921684050832552,0.6,0.3807254432462603,0.3092982798721912,High,0.9574468085106382,0.4864484753888852,0.0,0.0,0.8525965588193393,0.789372599520595,0.41518005973176675,0.35479952238078066,0.34721608295186523,0.11127341093638135,1.0,0.8131112218896089,0.6427995393267121,train
5862,s349,263,45ef9903e0475af1,0.85,0.3968967709225619,0.0,0.0,0.4935136440519581,0.4454500439966825,0.6581318853652744,0.6533249372705603,0.08408909139490031,0.01,0.5,0.34537185275855364,0.2566190201002897,Medium,0.9042553191489361,0.4959439732348923,0.0,0.0,0.4937945045969638,0.399415935142206,0.37710541840005934,0.33971229844525686,0.35877765757153385,0.0,0.6000000000000001,0.644730669677546,0.43664424807844143,train
1091,c1908,292,9b1f0b334281f006,0.73,0.46852478073330095,0.0,0.0,0.4595018291354002,0.51450299972943,0.8875390532515455,0.8028824293453695,0.0,0.01,0.6,0.369626362555333,0.234108412934434,Medium,0.776595744680851,0.6265338125147589,0.0,0.0,0.45976333342351366,0.5120869281128119,0.7950925770130414,0.6245639745793347,0.0,0.0,1.0,0.760249000259406,0.3485511200324837,train
7429,s420,230,54e4cb05e0ed260d,0.7,0.22501739465804477,0.0,0.0,0.7644719541573846,0.59930000065471,0.5673643510225258,0.6735994068991737,0.09071121240203356,0.01,0.35,0.22936432236835025,0.3128458383587889,High,0.7446808510638296,0.18257912921347177,0.0,0.0,0.7649070181364133,0.6504468606283397,0.21172408300499262,0.37832766017886504,0.38703184635729354,0.0,0.0,0.09221501968571867,0.6566825732985544,train
1524,c2670,325,ac8c023977418467,0.8071428571428572,0.4092669547018987,0.0,0.0,0.5244079694673357,0.5156258496894018,0.9052088152071535,0.8941222917193549,0.0522332751124747,0.01,0.5,0.34081942023293116,0.22483866738806443,Low,0.8586626139817629,0.5184968867651494,0.0,0.0,0.5247064120937657,0.5139190382463255,0.8272874454700455,0.7983421475542607,0.22286044219618822,0.0,0.6000000000000001,0.6230485408754087,0.3122748492347592,train
4446,s27,47,9b27476f41e838fc,0.75,0.34315314649618844,0.0,0.0,0.721920570028858,0.5860585150365611,0.5505091595754226,0.6742845889418208,0.1002777044332442,0.04993197532621326,0.35,0.23159039751285235,0.3038045136773692,High,0.7978723404255319,0.39796035907749633,0.0,0.0,0.7223314178487569,0.6288412491498537,0.1810133879305248,0.37963267840695447,0.4278485985090792,0.48209221977547523,0.0,0.1028172741364271,0.6213002059107264,train
5577,s344,378,d5407cd67c043666,0.9333333333333333,0.3572699088424135,0.0,0.0,0.48754784633174303,0.4443436991870001,0.5967038684849355,0.6459463931320445,0.06610133930800392,0.01803729946140554,0.55,0.34279466752595866,0.25967693013796606,Medium,0.9929078014184397,0.4236975773921843,0.0,0.0,0.48782531171793336,0.3976107558135003,0.26518161727553585,0.3256589024158946,0.2820304427823211,0.09703300442053704,0.8000000000000003,0.632456163280013,0.4486110892443538,train
6904,s400,105,2324ed9767d02f25,0.9,0.4870877804723548,0.07343630514725295,0.0,0.8741850344258714,0.6344976315721587,0.6814720385456535,0.5956778695595302,0.0753416981911163,0.01,0.5,0.3255192203643149,0.3374370610528151,High,0.9574468085106382,0.6603772650814362,0.27842822272462514,0.0,0.8746825365479785,0.7078774511599065,0.41963192007543376,0.22991596772390568,0.32145570306530274,0.0,0.6000000000000001,0.5501774104670739,0.7529179930555749,train
331,c1355,332,6a508d1473161c16,0.8071428571428572,0.5096418627031165,0.0,0.0,0.4067031782080337,0.4454607613132077,0.836302548256401,0.8086041945724418,0.0,0.01,0.6,0.3832081923272018,0.22578602565861877,Low,0.8586626139817629,0.7014971284058878,0.0,0.0,0.40693463457740414,0.3994334221662163,0.701738034792297,0.6354618199013329,0.0,0.0,1.0,0.8249359518671283,0.3159822460552202,train
6299,s382,300,44210d5284ba872e,0.88,0.4006897319103877,0.0,0.0,0.857633342651599,0.6786998337383342,0.6657791994687536,0.6747653378010322,0.14868480811457,0.01,0.55,0.3463153957555944,0.30308151083940116,High,0.9361702127659574,0.502859175361878,0.0,0.0,0.8581214251411822,0.7800004465726664,0.3910390680004019,0.38054832707454134,0.634384154792444,0.0,0.8000000000000003,0.6492245354684277,0.618470802815846,train
6159,s382,160,ab3252487bf32767,0.925,0.5631698636297576,0.0,0.0,0.9281408866433796,0.6293216343714562,0.6024848608981399,0.6791475398076928,0.0,0.02059923835003365,0.55,0.3480093924153698,0.3351097068011804,High,0.9840425531914894,0.7990876248674353,0.0,0.0,0.9286690952520098,0.6994319800279639,0.27571476937807365,0.3888948001895826,0.0,0.12796287442216123,0.8000000000000003,0.6572926295172503,0.7438101127311142,train
334,c1355,335,92403c77972ba5ec,0.8071428571428572,0.5466184877044142,0.0,0.0,0.6107695029192187,0.5774851636555285,0.8576829923707132,0.881901822399037,0.06018820549578888,0.033833373076724196,0.6,0.37554921186425,0.24292972165808432,Medium,0.8586626139817629,0.7689116988901205,0.0,0.0,0.6111170942321038,0.6148524487728589,0.740693884199999,0.7750666758895153,0.25680124523884273,0.287736422689626,1.0,0.788458090865099,0.3830724758182201,train
2651,c5315,252,21c05e65e0218983,0.55,0.47135278137531766,0.0,0.0,0.41981583198590394,0.427048178409577,0.8732791043803643,0.843374507668131,0.09375770978914916,0.019065801102267143,0.6,0.3726529727348502,0.22321241688880336,Low,0.5851063829787234,0.6316897305739111,0.0,0.0,0.4200547508178241,0.3693903345548074,0.769110496481075,0.7016863990087409,0.4000301458776689,0.10944993684211453,1.0,0.7746640083626132,0.30591067200885524,train
5981,s349,382,7f1cf008b9c5eb87,0.9400000000000001,0.4423014419354217,0.021750520505735244,0.0,0.733348448287792,0.7097722179047332,0.7362670310179168,0.6809641346605427,0.07666068081891611,0.01,0.5,0.322389556052434,0.2875663731573454,Medium,1.0,0.5787242809077099,0.08246546113130414,0.0,0.7337657997579035,0.8307000341694942,0.5194701396948641,0.39235474112274565,0.32708332360120806,0.0,0.6000000000000001,0.5352715805979371,0.5577537817063869,train
7994,s444,395,e694b15be54204d4,0.9400000000000001,0.4742238928701869,0.0,0.0,0.9518906083272343,0.6671431280774446,0.7144044522371987,0.6958410342501803,0.028899886598590475,0.022330586313403726,0.6,0.40121777487449123,0.32343803087288103,High,1.0,0.6369242469266653,0.0,0.0,0.952432332995362,0.7611438243113263,0.4796358255855721,0.4206897293937907,0.12330533539995026,0.14886515576552645,1.0,0.9107112129534326,0.6981341149898282,train
8666,s526,267,d949a552163ee0ee,0.85,0.34001217315338006,0.0,0.0,0.767879571418562,0.5225935732009853,0.6612978812387318,0.7332058912836696,0.0,0.03249057397873169,0.35,0.2357709719952396,0.30334165133125984,High,0.9042553191489361,0.3922338394505585,0.0,0.0,0.7683165746859015,0.5252879987558963,0.3828739636095225,0.49185595454803266,0.0,0.27152502837278236,0.0,0.12272833352805523,0.6194888379799087,train
8256,s510,257,5e4f1daecdf35f7f,0.8,0.45722941848672466,0.0,0.0,0.7945464925177119,0.6140242296186106,0.6895725088259033,0.6477687153006486,0.030662360194824684,0.01,0.55,0.33782408620553506,0.31143059846838167,High,0.851063829787234,0.6059404783667658,0.0,0.0,0.7949986720341456,0.6744718061282826,0.43439123464728296,0.3291297517660797,0.13082517106352048,0.0,0.8000000000000003,0.6087824934772551,0.6511441660951053,train
2509,c5315,110,71fbbbede384bee4,0.775,0.2873443328206621,0.0,0.0,0.4361322666946442,0.4885605092747472,0.9160131533403393,0.8804729995203252,0.07072939148683322,0.011848449389338874,0.35,0.2206591381326077,0.210351097317415,Low,0.8244680851063829,0.29621155958489437,0.0,0.0,0.4363804712733722,0.4697575863975607,0.8469732932950929,0.7723452970655363,0.30177666303866113,0.02231602774391237,0.0,0.050754344588750375,0.255579116600575,train
2424,c5315,25,49a27d1b9f8bfe7a,0.32500000000000007,0.35483940636729083,0.0,0.0,0.6039891147695373,0.47846058889116216,0.8517430285553593,0.7901500246251291,0.0,0.030820258669223454,0.5,0.30300780185999887,0.28172261620983324,Medium,0.34574468085106386,0.41926636495958647,0.0,0.0,0.6043328473370078,0.4532779433979648,0.7298710811449761,0.6003134554280523,0.0,0.25135958429676186,0.6000000000000001,0.442960999727926,0.5348847926447551,train
9969,s953,370,0977eb026d4afbb9,0.9333333333333333,0.2813908586840902,0.0,0.0,0.8388629910914956,0.6501671525871303,0.6663723750928995,0.6884420029095577,0.07733013849763572,0.01,0.35,0.23912009969940123,0.3047255372130414,High,0.9929078014184397,0.28535738071400246,0.0,0.0,0.8393403913005935,0.7334447925343086,0.39211985285982753,0.40659731282604916,0.32993965673348474,0.0,0.0,0.13867941415313476,0.6249045442416968,train
7310,s420,111,8a07038243e671cf,0.9,0.4828538392753239,0.0,0.0,0.6464180719556704,0.5401979056731954,0.6666818566914436,0.631055413878281,0.13864983394704175,0.04686747442476559,0.6,0.39780837888280435,0.2732369002644114,Medium,0.9574468085106382,0.6526580822938423,0.0,0.0,0.6467859510086188,0.5540122959156765,0.3926837381787144,0.2972970975951065,0.5915685592628319,0.44509500062931806,1.0,0.8944730891343129,0.5016767473959561,train
